DLPS,ESTC,DocNo,TCP,GaleDocNo
004784473,N46039,CW120410718,K017897.000,CW3320410718
004891141,T135939,CW110660413,K107483.001,CW3310660413
004799447,T29008,CW116021533,K033556.000,CW3316021533
004877886,T117557,CW100491575,K094200.000,CW3300491575
004787556,N7173,CW107602291,K004313.000,CW3307602291
004843142,T69669,CW105653951,K059379.000,CW3305653951
004812350,T154018,CW113738496,K116451.000,CW3313738496
004867324,T103927,CW105180657,K083612.000,CW3305180657
004809991,T794,CW114240028,K020310.000,CW3314240028
004869733,T107132,CW100182933,K086024.000,CW3300182933
004897217,T146088,CW102738725,K113598.003,CW3302739592
004796383,T22325,CW103820462,K030992.000,CW3303820462
004841298,T66947,CW111570144,K057530.003,CW3311570621
004834072,T56894,CW103994345,K050289.000,CW3303994345
004809294,T5707,CW113800978,K023160.000,CW3313800978
004895099,T142246,CW102726875,K111475.000,CW3302726875
004776776,N2031,CW112773663,K001312.000,CW3312773663
004844214,T71307,CW109156442,K060458.003,CW3309157026
004838461,T63198,CW112976075,K054688.000,CW3312976075
004776950,N2062,CW110092726,K001334.002,CW3309532017
004815930,T172668,CW106682323,K120041.000,CW3306682323
004890737,T135343,CW113719959,K107078.002,CW3313720187
004842350,T68578,CW113155710,K058583.001,CW3313155710
004876041,T115348,CW114074617,K092353.002,CW3314074951
004889407,T133412,CW107882834,K105746.000,CW3307882834
004792479,T14704,CW117847120,K027621.002,CW3317847329
004896806,T145505,CW111974384,K113187.001,CW3315490826
004876474,T115893,CW110490426,K092786.005,CW3310490426
004831907,T53497,CW109731821,K048123.000,CW3309731821
004849596,T79690,CW112454183,K065853.000,CW3312454183
004876861,T116357,CW104230069,K093174.002,CW3304230226
004883852,T125553,CW114215785,K100170.000,CW3314215785
004853689,T85829,CW109678449,K069956.001,CW3309678449
004787188,N670,CW106825749,K000406.000,CW3306825749
004833223,T55489,CW104768401,K049439.000,CW3304768401
004910246,T185332,CW105023657,K123618.000,CW3305023657
004831917,T53507,CW110073626,K048133.000,CW3310073626
004886550,T129359,CW110745626,K102875.000,CW3310745626
004795912,T21449,CW111146721,K030565.001,CW3311146721
004778409,N23046,CW108065916,K013381.000,CW3308065916
004833005,T55179,CW111645585,K049221.001,CW3311645585
004859230,T93486,CW100566814,K075501.002,CW3300567100
004806676,T40531,CW110221972,K040357.000,CW3310221972
004835420,T58992,CW112657733,K051638.006,CW3312659487
004848245,T77434,CW105027435,K064501.000,CW3305027435
004810493,T9105,CW106892644,K024381.000,CW3306892644
004904091,T52152,CW107392464,K047269.000,CW3307392464
004812583,T154633,CW113590847,K116684.000,CW3313590847
004898420,T147993,CW116021634,K114805.000,CW3316021634
004899984,T45398,CW113434608,K043155.000,CW3313434608
004800840,T31323,CW121946048,K034809.000,CW3321946048
004902140,T48748,CW104972540,K045312.002,CW3304972835
004804521,T37172,CW114876153,K038307.000,CW3314876153
004880078,T120465,CW107259057,K096396.000,CW3307259057
004858743,T92782,CW108439552,K075014.000,CW3308439552
004794712,T18934,CW105086377,K029564.000,CW3305086377
004833726,T56247,CW116485379,K049942.000,CW3316485379
004865984,T102228,CW102095547,K082269.003,CW3301886419
004879802,T120079,CW100171327,K096120.005,CW3301748039
004835997,T59716,CW124614063,K052215.000,CW3324614063
004879802,T120079,CW100171327,K096120.011,CW3300171682
004885589,T128012,CW111134424,K101911.000,CW3311134424
004801965,T32925,CW115415814,K035830.000,CW3315415814
004814331,T165279,CW105742882,K118436.000,CW3305742882
004879802,T120079,CW100171327,K096120.010,CW3300171327
004898140,T147471,CW113950463,K114523.000,CW3313950463
004813627,T162107,CW104259955,K117731.000,CW3304259955
004857011,T90235,CW106008507,K073281.000,CW3306008507
004873800,T112505,CW106273245,K090103.000,CW3306273245
004879802,T120079,CW100171327,K096120.004,CW3300673349
004865984,T102228,CW102095547,K082269.002,CW3302215124
004875102,T114194,CW119348304,K091409.000,CW3319348304
004854575,T87008,CW100809446,K070844.002,CW3300809953
004832002,T53652,CW111993041,K048218.000,CW3311993041
004879673,T119854,CW114523504,K095991.000,CW3314523504
004790100,T11231,CW124579917,K025519.000,CW3324579917
004842469,T68722,CW109526093,K058702.002,CW3314673383
004863773,T99505,CW102806848,K080052.002,CW3302807502
004901734,T48013,CW109966904,K044906.000,CW3309966904
004820474,T188738,CW105974103,K124613.000,CW3305974103
004802905,T34490,CW106688338,K036704.000,CW3306688338
004835420,T58992,CW112657733,K051638.007,CW3312659893
004806919,T409,CW111074753,K020059.000,CW3311074753
004798013,T26855,CW112283493,K032305.000,CW3312283493
004837676,T62063,CW110966035,K053903.004,CW3310966475
004851988,T83707,CW111643730,K068251.000,CW3311643730
004909875,T6426,CW113895337,K023576.000,CW3313895337
004885258,T127555,CW125275703,K101579.002,CW3325275703
004802210,T33308,CW107855744,K036039.000,CW3307855744
004796503,T22490,CW113944592,K031107.000,CW3313944592
004873546,T112211,CW111466545,K089849.002,CW3311466884
004876861,T116357,CW104230069,K093174.003,CW3304230383
004775996,N18858,CW117148416,K011281.000,CW3317148416
004814052,T164168,CW108868926,K118158.000,CW3308868926
004793526,T1729,CW109712961,K020979.000,CW3309712961
004877784,T117437,CW106315902,K094098.000,CW3306315902
004883155,T124715,CW112371382,K099473.000,CW3312371382
004844713,T71899,CW113659795,K060958.001,CW3313659795
004850812,T81987,CW120845326,K067073.000,CW3320845326
004843630,T70421,CW112204751,K059868.000,CW3312204751
004833088,T55310,CW111569721,K049304.001,CW3311569721
004902039,T48537,CW111383058,K045211.000,CW3311383058
004834323,T57324,CW111901779,K050540.000,CW3311901779
004844214,T71307,CW109156442,K060458.002,CW3309156728
004845412,T72829,CW112243824,K061659.000,CW3312243824
004846791,T75035,CW109733763,K063039.000,CW3309733763
004841288,T66937,CW109131190,K057520.002,CW3309131459
004776699,N20119,CW108197412,K011906.000,CW3308197412
004850369,T81227,CW120829092,K066629.002,CW3320829314
004841298,T66947,CW111570144,K057530.002,CW3311570411
004840502,T65998,CW113574818,K056731.000,CW3313574818
004804068,T36422,CW117980212,K037858.000,CW3317980212
004865704,T101901,CW106223949,K081989.001,CW3306223949
004903369,T50796,CW113823501,K046542.000,CW3313823501
004897217,T146088,CW102738725,K113598.002,CW3302739142
004848464,T77871,CW106677809,K064720.000,CW3306677809
004899546,T44554,CW110268591,K042716.000,CW3310268591
004844871,T72081,CW114902021,K061116.000,CW3314902021
004834150,T57000,CW104595043,K050367.000,CW3304595043
004891057,T135783,CW115507019,K107398.002,CW3315924143
004874624,T113541,CW100433982,K090929.000,CW3300433982
004851122,T82467,CW104009045,K067383.001,CW3304009045
004838538,T63309,CW101580903,K054766.000,CW3301580903
004774127,N15350,CW105167374,K009674.000,CW3305167374
004856157,T89184,CW119020452,K072426.000,CW3319020452
004801509,T32241,CW116706386,K035398.000,CW3316706386
004879171,T119135,CW112930933,K095488.000,CW3312930933
004808015,T42585,CW111425349,K041548.004,CW3311426035
004903702,T51546,CW112882512,K046880.000,CW3312882512
004804983,T37975,CW104145796,K038763.000,CW3304145796
004897532,T146564,CW106418517,K113914.000,CW3306418517
004786718,N6237,CW112998838,K003810.002,CW3312999048
004842197,T68299,CW103666829,K058430.000,CW3303666829
004844748,T71940,CW122893796,K060993.001,CW3322893796
004863171,T98752,CW116119773,K079450.000,CW3316119773
004891281,T136130,CW107401935,K107624.000,CW3307401935
004903661,T51487,CW113522179,K046839.000,CW3313522179
004895823,T144076,CW106431079,K112203.000,CW3306431079
004897689,T146779,CW122666393,K114072.000,CW3322666393
004883067,T124613,CW105764857,K099385.000,CW3305764857
004805028,T38046,CW108018937,K038806.000,CW3308018937
004810417,T9005,CW113800544,K024307.000,CW3313800544
004775426,N1762,CW117776505,K001133.000,CW3317776505
004771733,N12317,CW112048705,K007507.000,CW3312048705
004843172,T69700,CW104223615,K059409.000,CW3304223615
004887768,T131163,CW114377515,K104099.001,CW3314377515
004770181,N1034,CW104631637,K000637.000,CW3304631637
004868472,T105455,CW107514486,K084761.000,CW3307514486
004874429,T113295,CW105733058,K090734.000,CW3305733058
004809122,T5508,CW125690829,K023001.002,CW3325690829
004806196,T39768,CW107406094,K039947.000,CW3307406094
004783612,N4027,CW108569351,K002602.000,CW3308569351
004861579,T96678,CW105152129,K077856.000,CW3305152129
004817460,T178537,CW114807644,K121574.000,CW3314807644
004834073,T56895,CW104349384,K050290.000,CW3304349384
004807298,T41507,CW103979758,K040908.000,CW3303979758
004781886,N3220,CW104949382,K002071.000,CW3304949382
004883516,T125135,CW114877013,K099834.000,CW3314877013
004809132,T5518,CW110634161,K023011.000,CW3310634161
004823015,T201449,CW125254885,K127176.000,CW3325254885
004887768,T131163,CW114377515,K104099.003,CW3314378189
004770650,N10857,CW110363936,K006508.000,CW3310363936
004798052,T26895,CW106442089,K032341.000,CW3306442089
004815284,T169458,CW106885577,K119392.000,CW3306885577
004792652,T14896,CW112915851,K027776.000,CW3312915851
004902222,T48864,CW123357209,K045394.000,CW3323357209
004793592,T1745,CW112855114,K020994.000,CW3312855114
004808970,T5337,CW105531845,K022860.000,CW3305531845
004886589,T129409,CW114111864,K102914.000,CW3314111864
004807599,T41972,CW109792766,K041179.000,CW3309792766
004904256,T52491,CW113637458,K047435.000,CW3313637458
004845157,T72417,CW111537874,K061403.000,CW3311537874
004901711,T47979,CW113366885,K044883.000,CW3313366885
004900901,T46846,CW103801246,K044072.000,CW3303801246
004880642,T121207,CW122618919,K096960.000,CW3322618919
004808015,T42585,CW111425349,K041548.006,CW3311426528
004842572,T68833,CW107298076,K058805.000,CW3307298076
004834134,T56977,CW105066782,K050351.000,CW3305066782
004891141,T135939,CW110660413,K107483.002,CW3310660904
004901379,T47580,CW123275868,K044551.000,CW3323275868
004774088,N15299,CW112310539,K009642.000,CW3312310539
004778192,N22686,CW108187212,K013196.000,CW3308187212
004801964,T32924,CW113787902,K035829.000,CW3313787902
004814420,T165586,CW117057753,K118525.000,CW3317057753
004895808,T144057,CW112252899,K112188.000,CW3312252899
004853906,T86133,CW104395835,K070174.000,CW3304395835
004776950,N2062,CW110092726,K001334.001,CW3310092726
004804417,T36987,CW110147146,K038204.000,CW3310147146
004832081,T53738,CW114233288,K048297.000,CW3314233288
004876041,T115348,CW114074617,K092353.001,CW3314074617
004842350,T68578,CW113155710,K058583.002,CW3313155863
004890737,T135343,CW113719959,K107078.001,CW3313719959
004899151,T43972,CW104355594,K042319.000,CW3304355594
004876861,T116357,CW104230069,K093174.001,CW3304230069
004796605,T22745,CW113320077,K031188.000,CW3313320077
004853689,T85829,CW109678449,K069956.002,CW3311908992
004896806,T145505,CW111974384,K113187.002,CW3314888110
004876474,T115893,CW110490426,K092786.006,CW3310490764
004805584,T38853,CW110221417,K039355.000,CW3310221417
004774595,N16110,CW108206024,K010090.000,CW3308206024
004792479,T14704,CW117847120,K027621.001,CW3317847120
004833005,T55179,CW111645585,K049221.002,CW3311645807
004795912,T21449,CW111146721,K030565.002,CW3311147037
004833236,T55504,CW113590360,K049452.000,CW3313590360
004790241,T11438,CW109389025,K025649.000,CW3309389025
004886936,T130067,CW111829380,K103261.000,CW3311829380
004818089,T180656,CW107642813,K122211.000,CW3307642813
004833226,T55493,CW114792424,K049442.000,CW3314792424
004902140,T48748,CW104972540,K045312.001,CW3304972540
004792584,T14810,CW111992064,K027714.000,CW3311992064
004851713,T83386,CW106392204,K067975.000,CW3306392204
004859230,T93486,CW100566814,K075501.001,CW3300566814
004835420,T58992,CW112657733,K051638.005,CW3312659108
004880161,T120574,CW118391665,K096479.000,CW3318391665
004800475,T30840,CW115254587,K034471.000,CW3315254587
004884231,T126029,CW114392398,K100550.000,CW3314392398
004831582,T53064,CW109064060,K047798.000,CW3309064060
004798354,T27316,CW106029417,K032610.000,CW3306029417
004802643,T34003,CW114303192,K036444.000,CW3314303192
004819385,T185045,CW115630393,K123515.000,CW3315630393
004879802,T120079,CW100171327,K096120.012,CW3300172040
004859553,T93900,CW115432156,K075827.000,CW3315432156
004879802,T120079,CW100171327,K096120.006,CW3301748407
004770618,N1081,CW124703547,K000663.000,CW3324703547
004809948,T779,CW110073327,K020295.000,CW3310073327
004879802,T120079,CW100171327,K096120.007,CW3301748778
004865984,T102228,CW102095547,K082269.001,CW3302095547
004784109,N4369,CW109771531,K002806.000,CW3309771531
004769883,N10080,CW106827581,K005840.000,CW3306827581
004794687,T18894,CW102436473,K029542.000,CW3302436473
004879802,T120079,CW100171327,K096120.013,CW3300172414
004842469,T68722,CW109526093,K058702.001,CW3309526093
004854575,T87008,CW100809446,K070844.001,CW3300809446
004844084,T71092,CW111964970,K060328.000,CW3311964970
004874615,T113529,CW106252096,K090920.000,CW3306252096
004807802,T42248,CW109732666,K041358.000,CW3309732666
004835420,T58992,CW112657733,K051638.004,CW3312658739
004824792,T212835,CW124300686,K128984.000,CW3324300686
004871674,T109550,CW104143113,K087969.000,CW3304143113
004802384,T33517,CW121035183,K036193.000,CW3321035183
004788202,N8254,CW108119641,K004879.000,CW3308119641
004864566,T100458,CW109731743,K080847.000,CW3309731743
004903721,T51580,CW109793141,K046899.000,CW3309793141
004802373,T33505,CW113410948,K036183.000,CW3313410948
004809446,T5899,CW123985185,K023299.000,CW3323985185
004776108,N19051,CW106680201,K011382.000,CW3306680201
004873546,T112211,CW111466545,K089849.001,CW3311466545
004799829,T29686,CW109714079,K033911.000,CW3309714079
004805655,T38951,CW110072414,K039425.000,CW3310072414
004896806,T145505,CW111974384,K113187.003,CW3311974384
004877808,T117462,CW108607091,K094122.000,CW3308607091
004858572,T92533,CW108510086,K074843.000,CW3308510086
004792490,T14714,CW113122684,K027631.000,CW3313122684
004853689,T85829,CW109678449,K069956.003,CW3310128858
004844713,T71899,CW113659795,K060958.002,CW3313005962
004821212,T192194,CW117345718,K125362.000,CW3317345718
004833088,T55310,CW111569721,K049304.002,CW3311569953
004770124,N10277,CW110018223,K006014.000,CW3310018223
004895348,T142894,CW104442628,K111725.000,CW3304442628
004795445,T20767,CW114210523,K030155.000,CW3314210523
004844214,T71307,CW109156442,K060458.001,CW3309156442
004801904,T32839,CW110412225,K035773.000,CW3310412225
004885331,T127644,CW113772449,K101652.000,CW3313772449
004786317,N5694,CW110184565,K003544.000,CW3310184565
004852454,T84272,CW113266646,K068719.000,CW3313266646
004809290,T5700,CW114391526,K023156.000,CW3314391526
004885321,T127633,CW114238781,K101642.000,CW3314238781
004865704,T101901,CW106223949,K081989.002,CW3306224287
004857122,T90413,CW112252936,K073392.000,CW3312252936
004884688,T126671,CW114546237,K101007.000,CW3314546237
004778092,N22508,CW107562822,K013110.000,CW3307562822
004789875,T10798,CW116674436,K025327.000,CW3316674436
004841298,T66947,CW111570144,K057530.001,CW3311570144
004817302,T177908,CW114285170,K121415.000,CW3314285170
004850369,T81227,CW120829092,K066629.001,CW3320829092
004841288,T66937,CW109131190,K057520.001,CW3309131190
004807842,T42300,CW113269249,K041393.000,CW3313269249
004777388,N21272,CW112387147,K012500.000,CW3312387147
004897217,T146088,CW102738725,K113598.001,CW3302738725
004901127,T47205,CW116706892,K044298.000,CW3316706892
004851122,T82467,CW104009045,K067383.002,CW3304009475
004801828,T32731,CW119899291,K035701.000,CW3319899291
004891057,T135783,CW115507019,K107398.001,CW3315507019
004836313,T60252,CW120316268,K052531.001,CW3320316268
004828515,W13411,CW106393296,K133535.000,CW3306393296
004891931,T137115,CW106568252,K108281.000,CW3306568252
004846691,T74897,CW113284122,K062939.000,CW3313284122
004871421,T109238,CW106676670,K087716.000,CW3306676670
004842143,T68187,CW104306852,K058376.000,CW3304306852
004897778,T146901,CW114176124,K114161.000,CW3314176124
004852840,T84741,CW110138212,K069107.000,CW3310138212
004802334,T33469,CW111868034,K036148.000,CW3311868034
004863826,T99564,CW106712537,K080105.000,CW3306712537
004795603,T2100,CW106674195,K021267.000,CW3306674195
004786718,N6237,CW112998838,K003810.001,CW3312998838
004894738,T141109,CW114191209,K111112.000,CW3314191209
004899908,T45260,CW114691161,K043079.000,CW3314691161
004904177,T52313,CW113793001,K047355.000,CW3313793001
004799012,T28330,CW114532438,K033182.000,CW3314532438
004844434,T71570,CW113751848,K060679.000,CW3313751848
004837042,T61242,CW107220919,K053268.000,CW3307220919
004902046,T48555,CW100896405,K045218.000,CW3300896405
004842551,T68812,CW118374836,K058784.000,CW3318374836
004887768,T131163,CW114377515,K104099.002,CW3314377852
004831460,T52924,CW113646996,K047676.000,CW3313646996
004834057,T56874,CW103788455,K050274.000,CW3303788455
004798437,T27412,CW119766632,K032686.000,CW3319766632
004834047,T56858,CW116612482,K050264.000,CW3316612482
004890793,T135406,CW112211835,K107134.000,CW3312211835
004842015,T68023,CW113589448,K058248.000,CW3313589448
004874860,T113878,CW100355586,K091165.000,CW3300355586
004856191,T89228,CW111823578,K072460.003,CW3311824001
004790354,T11644,CW119888685,K025748.000,CW3319888685
004788043,N8030,CW104632012,K004738.000,CW3304632012
004788862,N9413,CW108188607,K005477.000,CW3308188607
004869474,T106816,CW119157314,K085765.000,CW3319157314
004897569,T146609,CW113522202,K113952.003,CW3313694307
004861747,T96891,CW108360398,K078024.009,CW3308361354
004808366,T43118,CW110073525,K041852.000,CW3310073525
004884220,T126018,CW113789316,K100539.000,CW3313789316
004851748,T83424,CW108288624,K068010.000,CW3308288624
004808061,T42636,CW113800068,K041590.000,CW3313800068
004876767,T116246,CW112607077,K093080.005,CW3312607841
004810217,T845,CW125213747,K020360.000,CW3325213747
004779978,N26138,CW119881226,K014737.000,CW3319881226
004776762,N2029,CW106096824,K001310.000,CW3306096824
004835563,T59192,CW111060758,K051781.000,CW3311060758
004837673,T62060,CW101637429,K053900.000,CW3301637429
004810269,T856,CW108079305,K020370.000,CW3308079305
004834260,T57192,CW104299726,K050477.000,CW3304299726
004807039,T41107,CW113646833,K040676.000,CW3313646833
004772194,N12881,CW104177900,K007929.000,CW3304177900
004831532,T53006,CW100159149,K047748.000,CW3300159149
004801967,T32928,CW114506931,K035832.000,CW3314506931
004886798,T129718,CW109216429,K103123.001,CW3309216429
004851216,T82608,CW111350968,K067477.000,CW3311350968
004901096,T47162,CW111983619,K044267.000,CW3311983619
004810507,T9124,CW106815120,K024393.000,CW3306815120
004794997,T19924,CW110835800,K029768.000,CW3310835800
004869687,T107079,CW106142651,K085978.000,CW3306142651
004875941,T115224,CW111625947,K092252.001,CW3311625947
004904367,T52723,CW113793340,K047546.000,CW3313793340
004893922,T139879,CW110484701,K110284.002,CW3310484904
004844963,T72182,CW109261847,K061209.002,CW3309262041
004844746,T71938,CW117409507,K060991.000,CW3317409507
004795825,T21324,CW117059178,K030489.000,CW3317059178
004805463,T38658,CW110014702,K039236.000,CW3310014702
004837182,T61464,CW118432072,K053409.000,CW3318432072
004844736,T71927,CW106711622,K060981.000,CW3306711622
004773840,N14987,CW108586020,K009425.000,CW3308586020
004841492,T67195,CW113806144,K057725.000,CW3313806144
004803137,T34858,CW111703747,K036934.000,CW3311703747
004880992,T121678,CW107061039,K097310.008,CW3307063560
004894125,T140201,CW125302298,K110495.000,CW3325302298
004784951,N47837,CW117261405,K018256.000,CW3317261405
004848315,T77545,CW123369066,K064571.000,CW3323369066
004801712,T32526,CW110483623,K035592.000,CW3310483623
004904031,T52074,CW117059368,K047209.000,CW3317059368
004793327,T1702,CW114903974,K020954.000,CW3314903974
004834023,T56792,CW107521209,K050240.000,CW3307521209
004903829,T51747,CW112769126,K047007.000,CW3312769126
004812986,T155650,CW107697359,K117088.000,CW3307697359
004886198,T128905,CW122220149,K102523.001,CW3322220149
004840445,T65933,CW105441862,K056674.000,CW3305441862
004785562,N5216,CW112994380,K003286.000,CW3312994380
004809124,T5510,CW124717816,K023003.003,CW3324717816
004884869,T126973,CW104761091,K101190.000,CW3304761091
004848375,T77691,CW124565193,K064631.002,CW3324565516
004834188,T57070,CW103966011,K050405.000,CW3303966011
004799379,T28894,CW113694583,K033495.000,CW3313694583
004863358,T98991,CW102242696,K079637.002,CW3302243051
004855838,T88734,CW111661184,K072107.001,CW3311661184
004806480,T40233,CW117059088,K040190.000,CW3317059088
004784727,N4667,CW109539766,K002991.000,CW3309539766
004888900,T132693,CW113719433,K105233.002,CW3313719671
004897167,T146029,CW111988654,K113548.000,CW3311988654
004859415,T93735,CW106600056,K075688.000,CW3306600056
004809663,T6734,CW100486754,K023755.000,CW3300486754
004819028,T183980,CW106501978,K123155.000,CW3306501978
004803683,T35726,CW116259416,K037476.000,CW3316259416
004778370,N22964,CW121697700,K013348.000,CW3321697700
004842928,T69383,CW103980829,K059165.000,CW3303980829
004795480,T2080,CW110072306,K021253.000,CW3310072306
004873944,T112694,CW106582409,K090248.000,CW3306582409
004863770,T99501,CW100095898,K080049.000,CW3300095898
004796250,T221,CW111681758,K019941.000,CW3311681758
004845860,T73522,CW112501627,K062108.001,CW3312501627
004893907,T139864,CW110639540,K110269.000,CW3310639540
004796796,T232,CW111727746,K019951.000,CW3311727746
004808164,T42742,CW114371708,K041684.001,CW3314371708
004869666,T107054,CW105033583,K085957.000,CW3305033583
004786572,N60643,CW107632904,K019154.000,CW3307632904
004792769,T1554,CW110145013,K020909.000,CW3310145013
004882952,T124428,CW101041672,K099270.002,CW3301041919
004892738,T138274,CW113688139,K109092.001,CW3313688139
004803002,T34655,CW100989185,K036801.000,CW3300989185
004843732,T70627,CW112218090,K059970.000,CW3312218090
004856155,T89182,CW110398119,K072424.000,CW3310398119
004902900,T49903,CW110223723,K046073.000,CW3310223723
004804827,T37731,CW109714796,K038609.000,CW3309714796
004892945,T138554,CW113964410,K109300.000,CW3313964410
004874538,T113417,CW104213615,K090843.000,CW3304213615
004885523,T127919,CW120130790,K101844.000,CW3320130790
004814458,T165697,CW115219255,K118563.000,CW3315219255
004769823,N10007,CW110196138,K005787.000,CW3310196138
004883974,T125708,CW110075697,K100292.000,CW3310075697
004888900,T132693,CW113719433,K105233.003,CW3313649448
004796304,T22214,CW116667162,K030916.000,CW3316667162
004834158,T57009,CW110067868,K050375.000,CW3310067868
004821568,T193733,CW124922048,K125722.000,CW3324922048
004851885,T83577,CW121863513,K068147.000,CW3321863513
004902664,T49500,CW113656951,K045837.000,CW3313656951
004829075,W20332,CW104183636,K134151.000,CW3304183636
004797669,T26143,CW107093723,K032003.000,CW3307093723
004787722,N7474,CW119664119,K004461.000,CW3319664119
004892739,T138277,CW112427853,K109093.004,CW3312427954
004809148,T5537,CW114388315,K023025.000,CW3314388315
004900677,T46532,CW109549094,K043848.000,CW3309549094
004880992,T121678,CW107061039,K097310.009,CW3307063967
004781968,N32594,CW112846521,K016332.002,CW3312846689
004807621,T42000,CW110221409,K041196.000,CW3310221409
004900781,T46678,CW113914596,K043952.000,CW3313914596
004809392,T5825,CW103812347,K023249.000,CW3303812347
004809403,T5837,CW104143987,K023259.000,CW3304143987
004802907,T34498,CW117024964,K036706.000,CW3317024964
004791428,T13245,CW110149301,K026709.000,CW3310149301
004850540,T81509,CW112955862,K066800.000,CW3312955862
004800176,T30410,CW110375363,K034200.000,CW3310375363
004870442,T108042,CW110388257,K086734.000,CW3310388257
004807794,T4224,CW122412791,K022270.000,CW3322412791
004810529,T915,CW105071416,K020410.000,CW3305071416
004803855,T36030,CW106676325,K037647.000,CW3306676325
004806173,T39738,CW110257618,K039927.000,CW3310257618
004783725,N4149,CW110086426,K002662.000,CW3310086426
004879420,T119488,CW104302431,K095737.000,CW3304302431
004804563,T37247,CW106939599,K038348.000,CW3306939599
004883341,T124933,CW116290965,K099659.002,CW3316108807
004786794,N63107,CW106707130,K019240.000,CW3306707130
004809322,T5738,CW114138630,K023186.000,CW3314138630
004876767,T116246,CW112607077,K093080.004,CW3312607449
004835547,T59166,CW109504011,K051765.000,CW3309504011
004794581,T18700,CW106815660,K029453.000,CW3306815660
004857236,T90574,CW113544969,K073507.000,CW3313544969
004774057,N15260,CW105742439,K009614.000,CW3305742439
004793687,T17549,CW103857601,K028664.000,CW3303857601
004870301,T107850,CW110292953,K086593.000,CW3310292953
004861747,T96891,CW108360398,K078024.008,CW3308361243
004846977,T75303,CW101128777,K063225.000,CW3301128777
004897569,T146609,CW113522202,K113952.002,CW3313694181
004833902,T56640,CW110073231,K050119.000,CW3310073231
004875507,T114702,CW105267615,K091818.000,CW3305267615
004904730,P3417,CW107928969,K019745.002,CW3307929391
004833892,T56629,CW111150982,K050109.000,CW3311150982
004856191,T89228,CW111823578,K072460.002,CW3311823789
004786803,N6321,CW104377599,K003860.000,CW3304377599
004820803,T190261,CW103525731,K124952.000,CW3303525731
004866413,T102841,CW105071594,K082699.000,CW3305071594
004886649,T129479,CW111338908,K102974.000,CW3311338908
004869622,T107003,CW113944331,K085913.000,CW3313944331
004803497,T35427,CW110244920,K037293.000,CW3310244920
004787500,N71,CW106500660,K000039.000,CW3306500660
004892629,T138146,CW113955817,K108982.000,CW3313955817
004809929,T7635,CW106937066,K023951.000,CW3306937066
004848510,T77986,CW118263402,K064766.000,CW3318263402
004801927,T32875,CW110748745,K035795.000,CW3310748745
004855235,T87986,CW108896460,K071504.000,CW3308896460
004802067,T33050,CW114269033,K035921.000,CW3314269033
004876767,T116246,CW112607077,K093080.006,CW3312608205
004844836,T72045,CW112211990,K061081.000,CW3312211990
004839852,T65130,CW120873378,K056081.000,CW3320873378
004876435,T115852,CW115655600,K092747.000,CW3315655600
004886798,T129718,CW109216429,K103123.002,CW3309216707
004810819,T9586,CW113961033,K024662.000,CW3313961033
004803918,T36154,CW117072164,K037709.000,CW3317072164
004875941,T115224,CW111625947,K092252.002,CW3311626269
004805524,T38771,CW109502964,K039296.000,CW3309502964
004798031,T26872,CW110139751,K032321.000,CW3310139751
004806369,T4007,CW104527312,K022120.000,CW3304527312
004801476,T32192,CW106380203,K035367.000,CW3306380203
004791933,T14025,CW120871865,K027143.000,CW3320871865
004790328,T11613,CW123002910,K025723.000,CW3323002910
004900024,T45445,CW106677968,K043195.000,CW3306677968
004893922,T139879,CW110484701,K110284.001,CW3310484701
004869939,T107409,CW109719892,K086231.000,CW3309719892
004809116,T5502,CW125276769,K022995.002,CW3325276988
004770273,N10432,CW116607824,K006151.000,CW3316607824
004796924,T2455,CW111524017,K021515.000,CW3311524017
004831912,T53502,CW111522109,K048128.000,CW3311522109
004793610,T1747,CW115899874,K020996.000,CW3315899874
004844963,T72182,CW109261847,K061209.001,CW3309261847
004783273,N3791,CW112044447,K002428.000,CW3312044447
004789815,T10730,CW122796500,K025272.000,CW3322796500
004804715,T37490,CW106675023,K038498.000,CW3306675023
004886198,T128905,CW122220149,K102523.002,CW3322220491
004780831,N28189,CW106168473,K015461.000,CW3306168473
004834065,T56884,CW117556071,K050282.000,CW3317556071
004803250,T35033,CW114507302,K037046.000,CW3314507302
004886842,T129767,CW107258566,K103167.000,CW3307258566
004809135,T5520,CW112909881,K023013.000,CW3312909881
004834075,T56899,CW105122837,K050292.000,CW3305122837
004888900,T132693,CW113719433,K105233.001,CW3313719433
004774099,N15315,CW110220769,K009650.000,CW3310220769
004855838,T88734,CW111661184,K072107.002,CW3311161632
004899815,T45086,CW114383224,K042986.000,CW3314383224
004863358,T98991,CW102242696,K079637.001,CW3302242696
004834126,T56969,CW100887047,K050343.000,CW3300887047
004846082,T73797,CW109792528,K062330.000,CW3309792528
004871393,T109208,CW110500239,K087688.000,CW3310500239
004881171,T121876,CW104421092,K097489.000,CW3304421092
004773773,N14912,CW118060774,K009363.000,CW3318060774
004802884,T34448,CW110157923,K036683.000,CW3310157923
004840844,T66447,CW119539389,K057073.000,CW3319539389
004805638,T38920,CW110074956,K039408.000,CW3310074956
004845860,T73522,CW112501627,K062108.002,CW3310690871
004850198,T80958,CW124574173,K066457.000,CW3324574173
004797987,T26829,CW106226684,K032282.000,CW3306226684
004773197,N14236,CW104947550,K008839.000,CW3304947550
